0	0	491	88888888	88888888	44114411
0	0	492	88888888	88888888	44115522
0	2	491	88888888	48188888	44114411
0	2	492	88888888	48188888	44115522
0	39	167	88888888	44118888	88884411
0	39	170	88888888	44118888	88885522
0	39	249	88888888	44118888	48184411
0	39	251	88888888	44118888	48185522
0	39	491	88888888	44118888	44114411
0	39	492	88888888	44118888	44115522
0	43	491	88888888	48184818	44114411
0	44	492	88888888	48185882	44115522
0	46	491	88888888	48188481	44114411
0	47	492	88888888	48188528	44115522
0	226	167	88888888	44114818	88884411
0	226	249	88888888	44114818	48184411
0	226	349	88888888	44114818	84814411
0	226	491	88888888	44114818	44114411
0	227	170	88888888	44115882	88885522
0	227	251	88888888	44115882	48185522
0	227	351	88888888	44115882	84815522
0	227	492	88888888	44115882	44115522
0	491	0	88888888	44114411	88888888
0	491	2	88888888	44114411	48188888
0	491	39	88888888	44114411	44118888
0	491	43	88888888	44114411	48184818
0	491	46	88888888	44114411	48188481
0	491	226	88888888	44114411	44114818
0	491	491	88888888	44114411	44114411
0	492	0	88888888	44115522	88888888
0	492	2	88888888	44115522	48188888
0	492	39	88888888	44115522	44118888
0	492	44	88888888	44115522	48185882
0	492	47	88888888	44115522	48188528
0	492	227	88888888	44115522	44115882
0	492	492	88888888	44115522	44115522
2	0	491	48188888	88888888	44114411
2	0	492	48188888	88888888	44115522
2	5	249	48188888	84818888	48184411
2	5	251	48188888	84818888	48185522
2	14	491	48188888	88884818	44114411
2	15	492	48188888	88885882	44115522
2	17	491	48188888	88888481	44114411
2	18	492	48188888	88888528	44115522
2	39	167	48188888	44118888	88884411
2	39	170	48188888	44118888	88885522
2	82	249	48188888	84814818	48184411
2	83	251	48188888	84815882	48185522
2	85	249	48188888	84818481	48184411
2	86	251	48188888	84818528	48185522
2	167	39	48188888	88884411	44118888
2	167	226	48188888	88884411	44114818
2	167	229	48188888	88884411	44118481
2	167	491	48188888	88884411	44114411
2	170	39	48188888	88885522	44118888
2	170	227	48188888	88885522	44115882
2	170	230	48188888	88885522	44118528
2	170	492	48188888	88885522	44115522
2	226	167	48188888	44114818	88884411
2	227	170	48188888	44115882	88885522
2	229	167	48188888	44118481	88884411
2	230	170	48188888	44118528	88885522
2	349	2	48188888	84814411	48188888
2	349	43	48188888	84814411	48184818
2	349	46	48188888	84814411	48188481
2	349	249	48188888	84814411	48184411
2	351	2	48188888	84815522	48188888
2	351	44	48188888	84815522	48185882
2	351	47	48188888	84815522	48188528
2	351	251	48188888	84815522	48185522
2	491	14	48188888	44114411	88884818
2	491	17	48188888	44114411	88888481
2	491	167	48188888	44114411	88884411
2	492	15	48188888	44115522	88885882
2	492	18	48188888	44115522	88888528
2	492	170	48188888	44115522	88885522
39	0	167	44118888	88888888	88884411
39	0	170	44118888	88888888	88885522
39	0	249	44118888	88888888	48184411
39	0	251	44118888	88888888	48185522
39	0	491	44118888	88888888	44114411
39	0	492	44118888	88888888	44115522
39	2	167	44118888	48188888	88884411
39	2	170	44118888	48188888	88885522
39	14	249	44118888	88884818	48184411
39	14	349	44118888	88884818	84814411
39	14	491	44118888	88884818	44114411
39	15	251	44118888	88885882	48185522
39	15	351	44118888	88885882	84815522
39	15	492	44118888	88885882	44115522
39	39	167	44118888	44118888	88884411
39	39	170	44118888	44118888	88885522
39	43	167	44118888	48184818	88884411
39	44	170	44118888	48185882	88885522
39	46	167	44118888	48188481	88884411
39	47	170	44118888	48188528	88885522
39	167	39	44118888	88884411	44118888
39	167	43	44118888	88884411	48184818
39	167	46	44118888	88884411	48188481
39	167	226	44118888	88884411	44114818
39	167	249	44118888	88884411	48184411
39	167	491	44118888	88884411	44114411
39	170	39	44118888	88885522	44118888
39	170	44	44118888	88885522	48185882
39	170	47	44118888	88885522	48188528
39	170	227	44118888	88885522	44115882
39	170	251	44118888	88885522	48185522
39	170	492	44118888	88885522	44115522
39	226	167	44118888	44114818	88884411
39	227	170	44118888	44115882	88885522
39	491	167	44118888	44114411	88884411
39	492	170	44118888	44115522	88885522
43	0	491	48184818	88888888	44114411
43	5	249	48184818	84818888	48184411
43	85	43	48184818	84818481	48184818
44	0	492	48185882	88888888	44115522
44	5	251	48185882	84818888	48185522
44	86	44	48185882	84818528	48185882
46	0	491	48188481	88888888	44114411
46	5	249	48188481	84818888	48184411
46	82	46	48188481	84814818	48188481
47	0	492	48188528	88888888	44115522
47	5	251	48188528	84818888	48185522
47	83	47	48188528	84815882	48188528
226	0	249	44114818	88888888	48184411
226	0	349	44114818	88888888	84814411
226	0	491	44114818	88888888	44114411
226	17	226	44114818	88888481	44114818
227	0	251	44115882	88888888	48185522
227	0	351	44115882	88888888	84815522
227	0	492	44115882	88888888	44115522
227	18	227	44115882	88888528	44115882
491	0	491	44114411	88888888	44114411
492	0	492	44115522	88888888	44115522
